org_type,org_size,facilities_affected,cyber_threats_tracked,monitoring_freq,backup_compromised,ransomware_infection_rate_(%),data_encrypted,data_stolen,recovery_time_(days),entry_method,paid_ransom,data_restored,ransomware_incidents,cluster,anomaly
Hospital,Large,8,1-50,Daily,True,55.26,True,False,56,Exploited Vulnerability,False,14.91,3,0,0
Pharma,Medium,19,50-350,Daily,True,51.49,True,True,56,Compromised Credentials,False,36.21,3,1,0
Clinic,Small,19,1-50,Monthly,False,90.0,True,False,49,Phishing Email,True,41.78,6,2,0
Insurance,Medium,16,1-50,Daily,False,53.76,False,False,31,Exploited Vulnerability,False,42.68,4,1,0
Hospital,Large,11,350+,Weekly,True,55.6,True,False,32,Exploited Vulnerability,False,42.61,4,0,0
Clinic,Medium,10,50-350,Weekly,True,77.15,False,False,67,Phishing Email,True,49.49,7,1,0
Clinic,Medium,8,50-350,Daily,True,50.55,True,False,62,Exploited Vulnerability,False,43.65,7,1,0
Clinic,Medium,1,50-350,Daily,False,51.07,True,False,19,Compromised Credentials,True,58.43,1,2,0
Clinic,Small,10,1-50,Daily,True,74.31,True,False,113,Compromised Credentials,True,47.08,5,2,0
Clinic,Medium,18,50-350,Weekly,True,78.46,False,True,71,Phishing Email,False,29.63,7,1,0
Clinic,Medium,3,50-350,Weekly,False,49.42,True,False,25,Exploited Vulnerability,False,27.84,1,2,0
Hospital,Medium,11,50-350,Daily,True,55.69,True,False,54,Compromised Credentials,False,36.84,4,1,0
Research Lab,Medium,18,50-350,Weekly,False,55.93,True,True,33,Malicious Website,True,63.2,1,0,0
Hospital,Medium,3,1-50,Daily,True,69.58,False,False,59,RDP Exploit,True,46.6,7,1,0
Clinic,Small,8,1-50,Weekly,True,62.94,True,False,56,Phishing Email,True,38.13,2,2,0
Hospital,Medium,14,50-350,Monthly,True,65.57,True,False,57,Exploited Vulnerability,False,20.97,6,1,0
Clinic,Small,6,1-50,Monthly,True,60.65,False,False,58,Exploited Vulnerability,True,32.3,7,1,0
Research Lab,Medium,15,50-350,Weekly,True,68.76,False,True,71,Exploited Vulnerability,False,12.63,2,1,0
Hospital,Medium,14,1-50,Daily,True,56.19,False,False,54,Compromised Credentials,True,30.96,3,1,0
Hospital,Medium,7,1-50,Monthly,True,70.64,False,False,75,Phishing Email,True,50.97,1,1,0
Hospital,Medium,10,1-50,Daily,False,90.0,True,False,50,RDP Exploit,True,22.76,6,0,0
Clinic,Small,15,350+,Weekly,True,62.52,True,False,50,Compromised Credentials,False,34.14,1,2,0
Insurance,Medium,10,1-50,Daily,False,66.92,False,False,36,Exploited Vulnerability,True,17.23,4,1,0
Hospital,Medium,22,50-350,Monthly,True,37.37,True,False,41,Compromised Credentials,True,67.78,1,0,0
Research Lab,Medium,17,50-350,Weekly,True,42.68,True,False,48,Compromised Credentials,True,60.48,7,1,0
Hospital,Medium,19,1-50,Weekly,True,60.91,True,False,71,Compromised Credentials,False,26.78,6,1,0
Clinic,Medium,17,50-350,More than once per day,True,20.79,True,False,25,Compromised Credentials,False,49.97,3,1,0
Pharma,Medium,12,50-350,Weekly,True,80.39,True,False,73,Exploited Vulnerability,False,8.38,4,1,0
Hospital,Medium,15,50-350,Weekly,True,65.98,True,False,87,Compromised Credentials,True,62.95,3,0,0
Clinic,Medium,12,350+,Weekly,True,83.59,True,False,39,Phishing Email,True,59.8,2,1,0
Hospital,Large,9,1-50,Daily,True,59.11,False,False,48,Exploited Vulnerability,True,8.5,4,1,0
Hospital,Medium,5,1-50,Daily,True,49.97,True,True,38,Compromised Credentials,False,34.04,5,1,0
Hospital,Large,4,350+,More than once per day,True,44.17,True,True,23,Phishing Email,True,59.57,3,1,0
Hospital,Medium,12,1-50,Daily,True,62.54,True,False,66,Phishing Email,False,20.62,5,1,0
Clinic,Medium,16,50-350,Daily,False,64.34,True,False,27,Phishing Email,True,65.56,5,2,0
Clinic,Medium,9,50-350,Daily,True,53.37,True,False,53,Exploited Vulnerability,False,31.7,3,1,0
Clinic,Small,3,1-50,Daily,False,73.82,True,False,31,Compromised Credentials,True,41.36,7,2,0
Hospital,Medium,21,50-350,Daily,True,60.05,True,False,61,Infected Removable Media,False,43.28,4,1,0
Hospital,Large,3,1-50,More than once per day,False,51.47,False,False,19,Exploited Vulnerability,False,36.25,6,0,0
Clinic,Small,18,1-50,Monthly,True,90.0,True,False,109,Phishing Email,True,16.74,5,2,0
Pharma,Medium,17,1-50,Daily,False,57.87,True,True,36,Exploited Vulnerability,False,25.87,4,0,0
Hospital,Large,10,350+,Daily,True,78.38,True,True,37,Phishing Email,False,36.92,5,1,0
Insurance,Large,2,1-50,Daily,True,59.88,False,False,50,Phishing Email,True,54.54,3,1,0
Clinic,Medium,24,50-350,Weekly,True,57.9,False,False,69,Compromised Credentials,False,0.0,1,1,0
Clinic,Medium,11,350+,Monthly,True,64.48,True,False,27,RDP Exploit,True,60.94,6,1,0
Clinic,Medium,24,50-350,Daily,False,39.81,True,False,33,Compromised Credentials,True,59.37,4,2,0
Hospital,Medium,3,50-350,Daily,True,70.26,True,True,45,Phishing Email,True,53.41,5,1,0
Hospital,Medium,23,50-350,Monthly,True,85.67,True,False,98,Phishing Email,True,44.73,1,1,0
Clinic,Small,23,1-50,Daily,True,34.42,True,False,49,Exploited Vulnerability,False,42.6,6,2,0
Hospital,Medium,2,50-350,More than once per day,True,57.92,True,False,46,Exploited Vulnerability,True,61.57,1,0,0
Pharma,Medium,9,50-350,More than once per day,True,33.21,True,False,28,Compromised Credentials,True,42.41,1,1,0
Clinic,Medium,19,350+,More than once per day,True,30.78,True,False,29,Exploited Vulnerability,False,48.54,6,1,0
Hospital,Large,2,350+,Monthly,True,72.95,False,True,26,Phishing Email,False,15.74,3,1,1
Research Lab,Medium,19,350+,Daily,True,63.83,True,False,39,Exploited Vulnerability,True,31.33,3,1,0
Hospital,Large,2,350+,Monthly,True,87.93,True,False,28,RDP Exploit,False,54.81,3,0,0
Clinic,Medium,15,50-350,Monthly,True,49.36,True,True,67,Exploited Vulnerability,True,57.91,3,2,0
Clinic,Medium,24,50-350,Weekly,True,64.51,True,True,88,Compromised Credentials,False,36.12,4,1,0
Pharma,Large,21,350+,More than once per day,True,21.38,False,False,14,Exploited Vulnerability,True,89.31,7,1,0
Research Lab,Small,3,1-50,More than once per day,True,50.67,True,False,28,Compromised Credentials,False,23.1,5,1,0
Clinic,Small,5,350+,Daily,False,73.63,True,False,17,Phishing Email,True,57.0,4,2,0
Clinic,Medium,11,50-350,Daily,False,68.18,True,False,44,Compromised Credentials,False,33.57,1,2,0
Pharma,Medium,24,50-350,Weekly,False,47.69,True,False,40,Compromised Credentials,False,28.35,6,0,0
Hospital,Medium,7,50-350,Daily,True,57.15,True,False,55,Phishing Email,False,25.93,5,1,0
Hospital,Large,6,350+,Monthly,False,48.27,True,True,12,Phishing Email,False,50.58,5,0,0
Hospital,Large,14,1-50,Daily,True,60.27,True,False,70,Exploited Vulnerability,True,46.83,6,0,0
Hospital,Medium,1,50-350,Weekly,True,56.84,True,False,38,Compromised Credentials,True,66.2,6,0,0
Clinic,Medium,17,50-350,Monthly,True,71.32,True,True,100,Compromised Credentials,False,13.76,1,1,0
Clinic,Small,17,1-50,More than once per day,False,42.8,True,False,33,Compromised Credentials,True,56.39,2,2,0
Clinic,Medium,14,50-350,Daily,False,42.69,True,False,19,Compromised Credentials,True,60.67,7,2,0
Hospital,Medium,10,50-350,More than once per day,True,31.71,True,False,31,Exploited Vulnerability,False,49.19,6,1,0
Research Lab,Medium,8,50-350,More than once per day,True,31.45,True,False,27,Compromised Credentials,True,58.89,5,1,0
Hospital,Medium,8,1-50,Daily,False,50.3,True,False,34,Phishing Email,True,53.63,7,0,0
Clinic,Medium,14,50-350,Daily,False,76.78,False,False,38,Phishing Email,False,38.02,7,1,0
Clinic,Medium,7,50-350,Daily,False,45.64,True,False,30,Exploited Vulnerability,False,28.97,4,2,0
Hospital,Medium,6,50-350,Monthly,True,68.24,False,True,74,Compromised Credentials,False,37.75,5,1,0
Hospital,Large,4,1-50,Daily,True,51.92,False,True,42,Compromised Credentials,False,39.29,7,1,0
Hospital,Large,1,350+,Daily,True,78.88,True,True,29,Compromised Credentials,True,25.15,6,1,0
Insurance,Medium,15,50-350,More than once per day,False,40.29,True,True,29,Exploited Vulnerability,False,47.44,6,1,0
Pharma,Medium,15,50-350,Daily,False,56.85,True,True,39,Exploited Vulnerability,False,30.92,1,0,0
Clinic,Medium,1,50-350,Daily,True,44.38,True,True,30,Exploited Vulnerability,True,57.07,7,2,0
Hospital,Large,20,1-50,Monthly,True,82.19,True,False,106,Phishing Email,False,23.0,1,1,0
Clinic,Medium,3,50-350,Daily,False,49.21,True,True,17,Compromised Credentials,True,56.58,6,2,0
Research Lab,Medium,23,50-350,More than once per day,True,37.24,True,False,30,Phishing Email,True,65.05,4,1,0
Research Lab,Medium,5,50-350,Daily,False,78.29,True,False,33,Phishing Email,True,51.01,1,0,0
Hospital,Medium,5,50-350,More than once per day,True,35.11,True,False,27,Compromised Credentials,False,40.43,5,1,0
Hospital,Medium,4,50-350,Daily,False,42.61,True,False,9,Phishing Email,True,57.17,3,0,0
Research Lab,Small,17,1-50,Weekly,False,64.32,True,False,72,Compromised Credentials,True,50.76,4,2,0
Hospital,Medium,21,50-350,More than once per day,True,39.61,True,False,38,Compromised Credentials,False,27.85,1,1,0
Hospital,Large,20,1-50,Daily,False,66.92,True,False,49,Compromised Credentials,True,52.93,2,0,0
Hospital,Large,14,1-50,Weekly,True,40.9,False,False,47,Phishing Email,True,62.47,2,1,0
Clinic,Small,8,350+,Daily,False,79.98,True,False,20,Phishing Email,True,59.91,3,2,0
Insurance,Medium,2,50-350,More than once per day,False,25.74,True,True,12,Compromised Credentials,True,62.24,7,1,0
Pharma,Medium,8,50-350,Monthly,True,38.46,True,False,27,Exploited Vulnerability,True,61.97,7,1,0
Clinic,Medium,1,50-350,Daily,True,51.61,True,False,52,RDP Exploit,False,25.44,5,1,0
Clinic,Small,4,350+,Weekly,True,69.99,True,True,30,Phishing Email,True,70.84,6,1,0
Hospital,Medium,19,50-350,Daily,False,74.66,True,True,38,Compromised Credentials,False,18.76,3,0,0
Clinic,Medium,5,50-350,Daily,False,71.51,True,False,26,Phishing Email,False,42.55,5,2,0
Hospital,Medium,5,1-50,Daily,True,80.21,True,False,52,Exploited Vulnerability,False,14.46,6,1,0
Clinic,Medium,21,350+,Daily,False,56.2,False,False,23,RDP Exploit,False,26.36,6,1,0
Hospital,Large,20,350+,More than once per day,True,40.76,True,False,17,Compromised Credentials,False,33.3,7,1,0
Hospital,Large,24,350+,Daily,True,47.48,True,True,32,Compromised Credentials,False,52.75,2,0,0
Hospital,Large,19,1-50,Monthly,True,51.55,False,False,45,Exploited Vulnerability,False,46.03,1,1,0
Hospital,Large,12,1-50,Weekly,False,45.13,True,False,23,RDP Exploit,True,62.8,3,0,0
Hospital,Large,20,1-50,More than once per day,True,39.11,True,False,38,Compromised Credentials,False,18.31,1,1,0
Hospital,Medium,1,1-50,Weekly,False,62.62,True,True,22,Phishing Email,False,22.07,2,0,0
Pharma,Large,7,350+,Monthly,True,48.79,True,False,34,Phishing Email,True,64.01,5,1,0
Clinic,Small,17,1-50,Weekly,False,82.04,False,False,50,Phishing Email,False,26.91,7,2,0
Clinic,Small,2,1-50,More than once per day,True,47.14,True,True,35,Phishing Email,True,51.04,6,1,0
Insurance,Large,11,1-50,Monthly,False,55.58,True,False,30,RDP Exploit,True,12.58,1,0,0
Pharma,Large,7,1-50,Daily,True,62.93,False,False,66,Exploited Vulnerability,True,52.46,2,1,0
Clinic,Small,17,1-50,Daily,False,49.95,True,False,23,Exploited Vulnerability,True,60.71,4,2,0
Insurance,Medium,3,50-350,Daily,False,50.92,True,False,26,Exploited Vulnerability,False,25.89,6,1,0
Hospital,Medium,22,50-350,Monthly,False,73.9,True,False,57,Exploited Vulnerability,False,20.37,3,0,0
Hospital,Large,6,1-50,Monthly,False,58.52,True,False,17,Exploited Vulnerability,True,48.15,5,0,0
Clinic,Medium,22,50-350,Monthly,False,81.98,True,True,46,Phishing Email,True,44.78,5,2,0
Clinic,Medium,11,50-350,More than once per day,True,44.64,True,False,23,Phishing Email,False,40.48,4,1,0
Clinic,Small,18,1-50,Monthly,False,57.28,True,False,35,Compromised Credentials,True,47.37,6,2,0
Hospital,Medium,18,50-350,More than once per day,False,32.29,False,False,21,Exploited Vulnerability,False,34.57,6,0,0
Hospital,Medium,22,50-350,Daily,True,61.55,True,False,55,RDP Exploit,False,26.52,3,1,0
Clinic,Medium,10,50-350,Daily,False,53.0,True,True,37,Exploited Vulnerability,False,21.81,7,2,0
Hospital,Medium,5,50-350,Daily,False,80.1,True,False,31,Exploited Vulnerability,True,56.12,1,0,0
Clinic,Small,23,1-50,Weekly,False,61.76,False,False,50,RDP Exploit,False,24.84,2,2,0
Clinic,Small,23,350+,Daily,False,62.97,True,False,34,Exploited Vulnerability,True,57.89,2,2,0
Research Lab,Small,21,350+,Monthly,True,70.38,True,False,45,Exploited Vulnerability,True,63.0,1,1,0
Research Lab,Medium,24,350+,Daily,True,68.52,True,False,39,Exploited Vulnerability,False,30.35,7,1,0
Insurance,Medium,22,1-50,Daily,True,46.47,True,False,60,Compromised Credentials,False,34.59,1,1,0
Clinic,Medium,15,350+,Monthly,True,49.71,True,True,33,Exploited Vulnerability,True,52.89,3,1,0
Research Lab,Small,21,350+,More than once per day,False,54.06,False,False,18,Compromised Credentials,False,27.86,4,1,0
Clinic,Medium,20,350+,Weekly,True,61.69,True,True,51,Exploited Vulnerability,False,21.46,2,1,0
Hospital,Large,23,1-50,Weekly,True,39.46,True,True,58,Exploited Vulnerability,False,34.19,4,0,0
Hospital,Medium,4,50-350,Daily,False,56.45,True,False,25,Compromised Credentials,False,24.31,3,0,0
Hospital,Large,21,350+,Weekly,False,50.17,True,True,19,Exploited Vulnerability,False,60.83,7,0,0
Clinic,Medium,21,50-350,Daily,True,53.4,False,False,87,Exploited Vulnerability,False,46.23,1,1,0
Clinic,Medium,1,50-350,Monthly,True,79.24,True,False,77,Compromised Credentials,False,31.47,6,1,0
Insurance,Large,15,350+,More than once per day,True,38.47,True,False,21,RDP Exploit,False,47.15,2,1,0
Hospital,Medium,17,50-350,Daily,True,89.61,True,True,31,Compromised Credentials,True,44.69,4,0,0
Hospital,Medium,19,50-350,More than once per day,False,26.98,True,False,17,Exploited Vulnerability,False,70.72,5,0,0
Pharma,Medium,14,50-350,Daily,False,46.99,True,False,38,Malicious Website,False,56.95,2,1,0
Hospital,Large,19,350+,Weekly,True,50.56,True,True,23,Exploited Vulnerability,True,67.16,5,1,0
Clinic,Small,18,1-50,Monthly,False,67.33,True,False,53,Infected Removable Media,False,25.09,5,2,0
Clinic,Medium,2,50-350,Weekly,True,39.78,False,False,52,Exploited Vulnerability,False,37.49,5,1,0
Clinic,Medium,6,50-350,Daily,False,52.48,True,False,23,Infected Removable Media,False,20.14,5,1,0
Hospital,Medium,13,50-350,Monthly,True,66.2,True,True,73,Phishing Email,True,58.83,6,1,0
Hospital,Medium,17,50-350,Daily,False,47.61,False,False,29,Compromised Credentials,False,19.0,2,0,0
Hospital,Large,6,350+,Weekly,True,43.8,True,True,17,Compromised Credentials,True,31.41,5,1,0
Clinic,Medium,21,350+,Weekly,True,56.01,True,False,38,Compromised Credentials,True,70.9,6,1,0
Clinic,Small,22,1-50,Daily,True,62.66,True,True,78,Compromised Credentials,True,45.12,2,2,0
Hospital,Medium,5,50-350,Weekly,True,77.11,False,False,58,Exploited Vulnerability,True,48.24,1,1,0
Clinic,Small,7,1-50,Daily,False,67.31,True,False,32,Phishing Email,True,25.31,4,2,0
Insurance,Medium,1,1-50,Weekly,True,52.8,True,False,36,Exploited Vulnerability,True,53.76,7,1,0
Hospital,Medium,13,50-350,Weekly,True,65.82,False,True,71,Compromised Credentials,False,23.7,4,1,0
Clinic,Small,19,350+,Monthly,False,74.81,True,False,30,Compromised Credentials,True,62.59,7,2,0
Clinic,Small,22,350+,Monthly,True,65.38,True,False,52,Exploited Vulnerability,False,31.09,7,2,0
Hospital,Medium,1,1-50,Daily,False,71.16,False,False,16,Exploited Vulnerability,False,27.08,4,0,0
Hospital,Large,13,1-50,Weekly,True,60.69,True,True,63,Exploited Vulnerability,True,63.9,1,0,0
Clinic,Medium,11,50-350,Daily,True,65.75,True,False,67,Compromised Credentials,True,28.66,4,2,0
Insurance,Medium,7,50-350,Daily,False,51.6,True,False,17,Compromised Credentials,False,36.58,6,1,0
Insurance,Large,20,1-50,Monthly,True,51.52,True,False,57,Phishing Email,True,45.75,1,1,0
Clinic,Small,3,350+,Monthly,True,46.49,True,False,13,RDP Exploit,True,71.02,3,1,0
Research Lab,Small,1,350+,Monthly,False,75.82,True,False,14,RDP Exploit,False,16.96,2,2,0
Hospital,Medium,8,50-350,More than once per day,True,21.34,False,False,21,Phishing Email,True,89.33,7,1,0
Clinic,Small,17,350+,Monthly,False,59.64,True,False,23,Exploited Vulnerability,False,56.93,3,2,0
Clinic,Small,13,1-50,Monthly,False,35.02,True,False,23,Compromised Credentials,False,57.67,1,2,0
Hospital,Medium,14,50-350,Daily,True,59.53,True,False,49,Compromised Credentials,False,17.26,5,1,0
Research Lab,Medium,5,50-350,Daily,False,46.3,True,True,17,Compromised Credentials,True,56.85,1,0,0
Clinic,Small,24,1-50,Weekly,True,66.01,True,False,91,Exploited Vulnerability,True,35.88,6,2,0
Hospital,Large,22,350+,Weekly,True,65.48,True,False,42,Exploited Vulnerability,False,51.37,2,0,0
Pharma,Medium,23,50-350,Monthly,False,49.87,True,True,59,Phishing Email,False,30.29,3,1,0
Hospital,Medium,24,50-350,Daily,False,61.25,True,True,50,Exploited Vulnerability,False,11.58,1,0,0
Hospital,Medium,6,1-50,Weekly,False,63.97,True,False,26,Compromised Credentials,False,28.32,2,0,0
Hospital,Large,22,1-50,Weekly,False,50.21,False,True,42,Exploited Vulnerability,False,35.54,5,0,0
Research Lab,Small,6,1-50,Daily,True,58.41,True,False,38,Compromised Credentials,False,29.53,6,1,0
Research Lab,Medium,21,50-350,Monthly,True,54.22,True,False,69,Exploited Vulnerability,True,57.05,3,1,0
Hospital,Medium,8,50-350,Daily,True,90.0,False,False,53,Exploited Vulnerability,False,19.26,3,1,0
Clinic,Small,13,1-50,Daily,True,82.17,True,False,81,Compromised Credentials,True,49.13,4,2,0
Hospital,Medium,18,50-350,More than once per day,True,50.76,True,True,46,Exploited Vulnerability,True,63.06,3,1,0
Research Lab,Medium,23,50-350,Daily,False,58.63,False,False,37,Phishing Email,False,45.19,7,1,0
Clinic,Medium,4,50-350,Weekly,True,68.64,True,False,54,Infected Removable Media,False,20.72,4,1,0
Clinic,Medium,17,50-350,Monthly,False,61.88,True,False,46,Compromised Credentials,True,57.07,3,2,0
Pharma,Large,5,350+,Daily,False,65.01,True,False,16,Exploited Vulnerability,False,39.53,3,0,0
Hospital,Medium,3,50-350,Daily,True,63.22,True,False,43,Phishing Email,True,43.65,1,1,0
Hospital,Medium,4,50-350,Daily,True,59.93,True,False,52,Compromised Credentials,True,63.98,5,0,0
Clinic,Small,23,1-50,Weekly,True,68.57,True,False,90,Compromised Credentials,False,28.89,6,2,0
Pharma,Large,5,1-50,Monthly,True,30.2,True,False,29,Phishing Email,True,48.15,5,1,0
Hospital,Large,14,1-50,Weekly,False,56.52,True,True,24,RDP Exploit,False,38.88,3,0,0
Hospital,Medium,15,50-350,Weekly,True,70.1,True,False,57,Exploited Vulnerability,True,63.3,3,0,0
Hospital,Medium,20,1-50,Weekly,False,71.39,False,True,59,Infected Removable Media,False,21.27,4,0,1
Clinic,Small,17,1-50,More than once per day,False,46.24,True,False,43,Exploited Vulnerability,False,24.05,5,2,0
Hospital,Medium,6,50-350,Weekly,True,65.55,True,True,54,Exploited Vulnerability,False,21.19,7,1,0
Clinic,Small,10,1-50,Weekly,False,58.07,True,False,23,Phishing Email,False,26.79,6,2,0
Pharma,Large,22,1-50,Weekly,True,67.13,True,False,91,Exploited Vulnerability,False,25.11,1,0,0
Clinic,Small,23,1-50,Monthly,True,90.0,True,False,88,Phishing Email,True,16.9,5,2,0
Hospital,Medium,16,50-350,Weekly,True,73.17,True,True,79,Exploited Vulnerability,True,53.05,2,0,0
Clinic,Small,17,1-50,Weekly,True,56.38,False,False,77,Exploited Vulnerability,False,10.93,5,1,0
Hospital,Medium,14,50-350,Monthly,True,83.08,True,False,86,Exploited Vulnerability,True,56.99,1,0,0
Insurance,Medium,20,50-350,Monthly,False,62.34,False,False,44,Malicious Website,False,41.43,5,1,0
Clinic,Medium,12,50-350,Weekly,True,61.04,True,False,51,Phishing Email,True,71.34,6,1,0
Hospital,Medium,9,50-350,More than once per day,False,38.84,False,False,15,Exploited Vulnerability,True,61.4,1,0,0
Clinic,Small,15,350+,Daily,True,76.93,True,False,48,Compromised Credentials,False,44.44,4,2,0
Clinic,Small,12,1-50,Weekly,True,52.88,True,False,40,Compromised Credentials,True,24.0,3,2,0
Clinic,Small,14,1-50,More than once per day,True,41.65,False,False,33,Compromised Credentials,True,57.47,6,1,0
Hospital,Large,22,1-50,More than once per day,False,21.84,False,False,17,Compromised Credentials,True,28.51,6,0,0
Insurance,Medium,18,1-50,More than once per day,True,34.55,True,True,35,Malicious Website,False,26.69,4,1,0
Pharma,Medium,20,1-50,Weekly,True,67.87,True,False,73,Compromised Credentials,False,23.02,3,1,0
Clinic,Small,6,1-50,Daily,True,53.25,True,False,52,Compromised Credentials,True,50.25,4,2,0
Pharma,Medium,4,50-350,Daily,False,66.57,True,False,26,Compromised Credentials,False,36.77,4,0,0
Hospital,Medium,23,50-350,More than once per day,True,30.63,True,False,48,Compromised Credentials,False,26.7,7,1,0
Clinic,Small,12,1-50,Weekly,False,35.38,True,True,27,Exploited Vulnerability,False,24.57,7,2,0
Clinic,Medium,13,50-350,Daily,True,53.82,True,True,72,Exploited Vulnerability,True,42.55,3,2,0
Clinic,Small,19,1-50,Daily,False,65.42,True,False,70,Exploited Vulnerability,True,39.92,1,2,0
Clinic,Small,22,1-50,Weekly,True,50.56,True,False,72,Exploited Vulnerability,False,29.03,2,2,0
Hospital,Medium,13,50-350,Weekly,True,59.98,True,False,41,Exploited Vulnerability,True,56.53,3,0,0
Hospital,Large,12,1-50,Daily,True,69.4,True,False,70,Compromised Credentials,True,48.76,1,0,0
Hospital,Medium,20,1-50,Weekly,False,63.86,True,False,38,Exploited Vulnerability,True,42.49,1,0,0
Hospital,Medium,3,50-350,Daily,True,65.27,True,False,38,Exploited Vulnerability,True,63.47,1,0,0
Research Lab,Small,3,350+,Weekly,False,84.63,True,False,21,RDP Exploit,False,45.03,6,2,0
Hospital,Medium,14,50-350,Daily,True,62.11,True,False,58,Exploited Vulnerability,True,62.25,5,0,0
Hospital,Medium,18,1-50,Daily,True,58.81,True,False,59,Exploited Vulnerability,True,51.38,3,0,0
Clinic,Small,19,350+,Weekly,True,59.98,True,False,47,Exploited Vulnerability,True,54.47,7,2,0
Clinic,Medium,10,50-350,Weekly,True,52.88,True,False,52,RDP Exploit,True,56.46,3,2,0
Insurance,Medium,17,50-350,Daily,False,58.55,True,False,30,RDP Exploit,True,14.69,4,0,0
Clinic,Medium,15,350+,More than once per day,False,27.57,True,False,8,RDP Exploit,False,67.44,3,1,0
Hospital,Medium,19,50-350,Weekly,False,68.04,True,False,39,Exploited Vulnerability,True,54.7,1,0,0
Insurance,Medium,9,1-50,Weekly,True,60.68,True,False,46,Exploited Vulnerability,True,52.41,2,1,0
Clinic,Medium,4,50-350,Daily,True,69.68,False,False,61,Malicious Website,True,49.3,7,1,0
Hospital,Medium,15,50-350,Weekly,False,75.43,True,False,46,Exploited Vulnerability,True,54.45,2,0,0
Clinic,Medium,19,50-350,More than once per day,True,45.8,True,True,33,Phishing Email,False,30.65,4,1,0
Pharma,Medium,16,50-350,Daily,False,63.94,True,False,50,Exploited Vulnerability,False,37.74,3,0,0
Hospital,Large,8,350+,More than once per day,True,36.68,True,False,18,Malicious Website,False,61.35,2,1,0
Hospital,Large,17,350+,Daily,False,65.44,True,False,23,Exploited Vulnerability,True,70.26,7,0,0
Hospital,Large,21,350+,More than once per day,False,33.09,False,False,11,RDP Exploit,True,86.21,3,1,0
Hospital,Large,1,350+,Daily,False,32.86,True,True,5,Phishing Email,True,83.57,4,0,0
Clinic,Small,7,350+,Daily,True,78.78,True,False,38,Compromised Credentials,False,50.95,3,2,0
Clinic,Small,21,1-50,Daily,True,88.1,True,False,106,Phishing Email,False,34.69,4,2,0
Hospital,Medium,18,1-50,More than once per day,True,31.47,True,False,39,Exploited Vulnerability,False,23.06,5,1,0
Pharma,Medium,12,50-350,Daily,False,70.75,False,False,33,Compromised Credentials,True,53.83,2,0,0
Research Lab,Medium,16,350+,Weekly,False,52.69,True,True,20,Exploited Vulnerability,True,73.66,4,0,0
Clinic,Medium,1,50-350,Daily,True,52.95,False,False,29,Compromised Credentials,False,30.53,4,1,0
Insurance,Medium,15,50-350,Weekly,True,61.87,True,False,71,Malicious Website,False,34.59,4,1,0
Hospital,Large,7,1-50,Daily,True,59.11,True,False,46,Phishing Email,True,58.98,4,1,0
Clinic,Small,17,1-50,Daily,False,38.87,True,True,20,Exploited Vulnerability,True,55.45,7,2,0
Clinic,Medium,3,50-350,Weekly,True,52.33,False,True,35,Compromised Credentials,False,34.38,4,1,0
Insurance,Large,11,1-50,Monthly,False,56.61,True,True,35,RDP Exploit,True,24.83,4,0,0
Research Lab,Small,6,1-50,More than once per day,True,45.55,True,False,71,Compromised Credentials,False,37.85,3,1,0
Hospital,Large,6,1-50,More than once per day,True,44.61,True,False,34,Exploited Vulnerability,False,36.58,6,0,0
Pharma,Medium,15,1-50,Weekly,False,37.88,True,True,23,Compromised Credentials,True,51.72,1,0,0
Hospital,Medium,7,50-350,Monthly,True,72.67,True,True,53,Exploited Vulnerability,True,22.64,4,0,0
Insurance,Medium,11,1-50,Monthly,True,53.12,True,False,63,Phishing Email,False,30.75,1,1,0
Pharma,Medium,17,50-350,Daily,True,49.01,True,False,47,Compromised Credentials,True,66.42,5,1,0
Hospital,Medium,23,1-50,Daily,True,47.05,True,False,62,Compromised Credentials,True,56.73,6,0,0
Research Lab,Small,18,350+,Weekly,True,61.4,True,False,39,Exploited Vulnerability,True,69.3,5,1,0
Hospital,Large,22,1-50,Weekly,True,39.78,True,False,45,Compromised Credentials,True,46.22,7,0,0
Clinic,Medium,24,50-350,Weekly,False,63.54,True,False,54,Exploited Vulnerability,False,26.22,2,2,0
Clinic,Medium,21,50-350,Monthly,True,28.92,True,False,45,Exploited Vulnerability,False,40.44,4,1,0
Clinic,Small,19,1-50,Weekly,False,61.04,True,False,45,RDP Exploit,True,53.76,6,2,0
Pharma,Large,8,350+,Daily,False,54.96,True,False,10,Exploited Vulnerability,False,41.07,7,0,0
Clinic,Medium,24,50-350,Daily,False,62.7,True,False,48,Phishing Email,False,38.4,2,2,0
Clinic,Medium,20,50-350,Weekly,False,62.12,False,False,39,Compromised Credentials,True,50.38,2,2,0
Insurance,Medium,8,1-50,Daily,True,46.8,True,False,66,Compromised Credentials,True,47.06,2,1,0
Pharma,Large,21,350+,Daily,True,67.77,True,False,44,Compromised Credentials,False,44.92,2,1,0
Hospital,Medium,11,50-350,More than once per day,False,24.76,True,True,12,RDP Exploit,True,89.68,3,0,0
Pharma,Medium,21,1-50,Daily,True,36.49,False,False,51,Exploited Vulnerability,True,67.94,7,1,0
Hospital,Medium,3,1-50,Daily,True,51.72,False,False,34,Exploited Vulnerability,True,41.47,4,1,0
Insurance,Large,23,350+,Weekly,True,51.73,False,True,31,Compromised Credentials,True,51.98,3,1,0
